,LST_DATE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_AVG,P_DAILY_CALC
2008,20190701,28.5,19.1,23.5,0
2009,20190702,31.8,18.2,25.5,0
2010,20190703,32.4,21,26.4,3
2011,20190704,31.8,20.6,24,7.6
2012,20190705,29,20.4,23.6,0
2013,20190706,29.8,21.9,25.6,2.3
2014,20190707,29.2,21.8,24.4,2.7
2015,20190708,28,19.9,22.5,1
2016,20190709,28.2,18.3,23.1,0
2017,20190710,29.2,19.1,24.2,0
2018,20190711,30,20,24.1,24.6
2019,20190712,30.7,20,25.4,0
2020,20190713,30.1,20.5,26.3,0
2021,20190714,32.2,21.5,25.9,3.2
2022,20190715,30.4,22.4,25.3,0
2023,20190716,31.6,23.3,27.4,0
2024,20190717,32.9,23.7,27.6,0
2025,20190718,31.9,23.5,26.7,0.5
2026,20190719,33.9,23.4,28.7,0
2027,20190720,34.5,23.7,29.4,0
2028,20190721,35.5,24.5,28.3,0
2029,20190722,31.1,20.6,25.9,5.2
2030,20190723,22.3,17,18.9,9.5
2031,20190724,26.8,17.2,21.3,0
2032,20190725,27.5,16.3,22.1,0
2033,20190726,28.5,18.3,23.2,0
2034,20190727,29.7,19.2,24.7,0
2035,20190728,31.8,22,26.9,0
2036,20190729,32.3,22.6,27.4,0
2037,20190730,32.5,19.1,25.2,53.7
2038,20190731,29.3,17.6,22.1,10.9
2039,20190801,29.7,18.1,23.6,29.3
2040,20190802,26.6,17.3,21.9,2.1
2041,20190803,28.9,19.5,24.2,0
2042,20190804,29.6,20.2,24.9,0
2043,20190805,26.3,20,22.7,0.3
2044,20190806,29.9,19.3,25,0
2045,20190807,29.3,18.9,25,20.2
2046,20190808,29.2,18.9,24.6,0
2047,20190809,29.3,20.7,25.1,0
2048,20190810,26.4,17.9,22.2,0
2049,20190811,26.9,18.3,22.6,0
2050,20190812,29.8,18.2,24.8,0
2051,20190813,28.9,22.5,24.6,0.9
2052,20190814,29.8,21.4,25.7,0
2053,20190815,28.5,18.6,23.4,0
2054,20190816,28.4,18.7,23.4,1.2
2055,20190817,31.7,21.3,25.8,0
2056,20190818,32.6,21.7,27.1,0
2057,20190819,33.8,21.9,27.1,0
2058,20190820,32.8,20.7,26.2,0
2059,20190821,31.8,20.5,26.1,0
2060,20190822,32.8,20.6,25.1,1.9
2061,20190823,24.3,16.2,19.7,10.1
2062,20190824,23,15.5,19.1,0
2063,20190825,23.6,14.2,18.3,0
2064,20190826,20.9,15.2,17.9,0
2065,20190827,23.8,16.5,19.6,0
2066,20190828,27.5,19.1,22.6,0
2067,20190829,27.1,16.2,21.6,0
2068,20190830,29.8,17.4,23.8,0
2069,20190831,30.4,20.7,25.2,0
2070,20190901,27,18.5,22.3,0
2071,20190902,30.4,19.6,23.6,0
2072,20190903,29.3,19.4,23.3,0
2073,20190904,32.6,19.7,26,0
2074,20190905,25,19.1,21.5,0
2075,20190906,27.5,17.3,21.4,0
2076,20190907,28.1,19,22.7,0
2077,20190908,28.9,17.9,23,0
2078,20190909,28.3,18.6,22.8,0
2079,20190910,29,18.7,23.5,0
2080,20190911,33.9,19,24,3.8
2081,20190912,33.6,21.1,26.6,7.9
2082,20190913,23,17.4,19.2,10.3
2083,20190914,24.3,17.1,20.2,0
2084,20190915,28.3,19.1,23.2,0
2085,20190916,31.2,19.7,25.4,0
2086,20190917,24.4,18.1,19.8,0
2087,20190918,23.8,14.8,18.5,0
2088,20190919,21.2,12.7,16.2,0
2089,20190920,25.2,12.5,18.8,0
2090,20190921,29.9,17,23.8,0
2091,20190922,31.6,19.3,25.3,0
2092,20190923,31,22,25.7,0
2093,20190924,26.1,17.7,21.5,0
2094,20190925,26.6,17.3,21.9,0
2095,20190926,31.5,18.7,24.3,0
2096,20190927,27.1,16.9,21.5,0
2097,20190928,30,18.9,22.9,4.1
2098,20190929,30.9,20.8,24.9,0
2099,20190930,21.7,18.2,19.9,5.3
2100,20191001,30.6,17.4,23.3,0
2101,20191002,33,21.9,28,0
2102,20191003,34.4,22.3,28.1,0
2103,20191004,26.6,11.8,21.3,0
2104,20191005,14.5,7,11.3,0
2105,20191006,18.7,11.8,16.2,0
2106,20191007,25.6,14.3,19.9,0
2107,20191008,16.9,11.5,13.6,0.7
2108,20191009,20.6,11,14.9,0
2109,20191010,22.3,8.5,14.8,0
2110,20191011,23.3,11.4,16.8,0
2111,20191012,22,14.4,17.1,0
2112,20191013,16,9,12.5,0
2113,20191014,23.4,11,17,0
2114,20191015,21.7,11.5,16,0
2115,20191016,15.2,8.1,11.2,21.3
2116,20191017,16.4,8,10.9,0
2117,20191018,16.7,6.4,11.2,0
2118,20191019,16.7,7.7,12,0.4
2119,20191020,13.1,8.6,11,72.2
2120,20191021,16.5,9.1,11.7,0
2121,20191022,14.9,10.7,12.6,17.8
2122,20191023,17.5,9.4,13.4,0
2123,20191024,19.2,9,14,0
2124,20191025,18.6,12.9,15.4,0
2125,20191026,17.5,12.9,15,0
2126,20191027,24.5,13.9,18.5,61.8
2127,20191028,19.6,11.4,14.7,0
2128,20191029,17.2,11,13.8,0
2129,20191030,15.4,13,14.2,15.3
2130,20191031,23.1,6.4,17.7,33.2
2131,20191101,11.8,2.7,6.8,0
2132,20191102,11.3,1.4,5.8,0
2133,20191103,12.6,4.3,8,0
2134,20191104,13.9,3.4,9.2,0
2135,20191105,18,8.9,13.3,0
2136,20191106,14.4,6.5,10.2,0
2137,20191107,16.2,6.5,11.1,0
2138,20191108,9.8,-1.5,2.7,0
2139,20191109,5.3,-2,1.9,0
2140,20191110,16.6,1.9,10.2,0
2141,20191111,19.5,11.3,15.1,0
2142,20191112,14.2,-5.1,4.2,2.2
2143,20191113,1,-7.6,-3.5,0
2144,20191114,5.7,-4.1,0.5,0
2145,20191115,9.6,0.3,5.7,0
2146,20191116,6.4,-0.3,2.6,0
2147,20191117,5.1,0.2,2.3,0
2148,20191118,9.2,1.6,4.3,3.1
2149,20191119,9,2,5.6,0
2150,20191120,12,3.3,6.7,0
2151,20191121,11.2,3.7,7.4,0
2152,20191122,14.1,4.8,10.8,3.3
2153,20191123,5.5,0.9,2.2,14.8
2154,20191124,11.5,1.3,6.4,0.7
2155,20191125,12.9,3.9,8.6,0
2156,20191126,16.2,8.6,12.3,0
2157,20191127,13.4,6.8,10,3.9
2158,20191128,10.4,3.2,6.4,0
2159,20191129,11.5,2.3,6.1,0
2160,20191130,5.9,1.9,3.3,0.8
2161,20191201,4.3,1.7,2.8,15
2162,20191202,8.1,2.9,4.6,0.7
2163,20191203,9.4,1.5,4.1,0
2164,20191204,10.3,1,5.1,0
2165,20191205,9.8,1.4,5.4,0
2166,20191206,12.4,3,8.3,0
2167,20191207,8.4,0.1,3.5,0
2168,20191208,6.3,-1.3,2.6,0
2169,20191209,9.2,1.8,4.7,12.3
2170,20191210,13.9,3.3,9.7,3.1
2171,20191211,4.5,-1.4,1.4,3.4
2172,20191212,3.2,-2.8,-0.5,0
2173,20191213,4.9,-2.3,0.4,8
2174,20191214,12.4,3.5,7.3,9.4
2175,20191215,11.5,3.6,7.4,0
2176,20191216,3.6,-0.6,0.6,1.7
2177,20191217,11.7,-0.1,3.5,1.4
2178,20191218,5.9,-4.1,0.2,0
2179,20191219,2.1,-6.7,-2.2,0
2180,20191220,4.9,-4.1,1.1,0
2181,20191221,4.5,-2.8,0.8,0
2182,20191222,7.6,-0.9,3.8,0
2183,20191223,14.4,3.7,10.9,0
2184,20191224,13.6,4.5,9.7,0
2185,20191225,10.1,3.7,6.6,0
2186,20191226,16.7,2.7,10.2,0
2187,20191227,15,4.9,9.8,0
2188,20191228,17.7,11.3,13.9,0
2189,20191229,12.3,8.6,10,14.5
2190,20191230,19.6,9.2,14.9,4.8
2191,20191231,10.4,4.4,7.2,0
2192,20200101,9.7,3.2,5.9,0
2193,20200102,10.9,4,7.9,0
2194,20200103,13.1,5.1,8.3,2.5
2195,20200104,15.1,4.6,11.7,1.8
2196,20200105,7.4,-0.2,3.6,0
2197,20200106,12.1,3.2,6.8,0
2198,20200107,5.3,-2,1.5,8.3
2199,20200108,7.5,0.6,4,0
2200,20200109,3.4,-3.5,-0.2,0
2201,20200110,13.7,-0.7,7.1,0
2202,20200111,17.9,8.5,13.2,22.4
2203,20200112,18.5,8.3,15.5,4.5
2204,20200113,10,5.9,7.8,0
2205,20200114,10.2,4.7,7.2,5.5
2206,20200115,14.2,8.2,10.7,0
2207,20200116,16.1,0,9.7,0
2208,20200117,3.1,-3.3,-0.7,0
2209,20200118,3.9,-3.7,-1.3,1.8
2210,20200119,8.7,-4.5,3,0
2211,20200120,1.2,-7.2,-3.9,0
2212,20200121,1.1,-7.8,-4,0
2213,20200122,3.7,-7.3,-2.1,0
2214,20200123,5.4,-1.9,1.4,0
2215,20200124,9.3,0.9,4,20.5
2216,20200125,11.6,2.3,7.4,19.3
2217,20200126,8.2,1.5,3.9,0
2218,20200127,9.1,2,5,0
2219,20200128,7.8,0.3,3.6,0
2220,20200129,6.1,-0.5,2.2,0
2221,20200130,2.6,-2.1,0,0
2222,20200131,3.1,-1.2,0.8,0.7
2223,20200201,9.5,-0.1,4,0.6
2224,20200202,15.9,2.9,9.5,0
2225,20200203,19,11.6,15.7,0
2226,20200204,19.3,13,17.1,0
2227,20200205,14.8,1.1,7.1,3.7
2228,20200206,12.1,1.2,5.1,33.9
2229,20200207,12.7,-1.2,5.9,6.7
2230,20200208,5.2,-2.3,1,0
2231,20200209,9.3,-0.3,4,0
2232,20200210,10.4,2.2,5.6,4.4
2233,20200211,14.9,8.8,11.2,5.9
2234,20200212,9,3.2,5.4,1.2
2235,20200213,14.3,3.2,7.7,7.6
2236,20200214,6.2,-6,1.2,0
2237,20200215,2,-8.5,-3.4,0
2238,20200216,10.3,-0.8,4.8,0
2239,20200217,11.4,2.1,6.5,0
2240,20200218,11.6,3.4,7.6,0.5
2241,20200219,10.3,2.4,6.9,0.9
2242,20200220,3.5,-1.5,1,0
2243,20200221,2.8,-7.4,-2.2,0
2244,20200222,12.4,-0.9,5.6,0
2245,20200223,15,2.5,9.4,0
2246,20200224,11.8,5.8,9.1,0.3
2247,20200225,12.8,5.6,8.4,3.5
2248,20200226,12,4.9,9.2,19.9
2249,20200227,6.5,-1.6,1.9,0
2250,20200228,5.6,-2.3,1.7,0
2251,20200229,4.1,-3,-0.1,0
2252,20200301,10.3,-2.1,4.2,0
2253,20200302,16.2,3.4,10.6,0.3
2254,20200303,16.6,6.9,11.5,0.5
2255,20200304,15.7,7.1,11.6,0
2256,20200305,12.9,4.2,7.8,0
2257,20200306,12.5,2.7,6.1,0
2258,20200307,10.3,1.3,4.9,0
2259,20200308,15.7,2.5,9.3,0
2260,20200309,22.3,7.8,14.7,0
2261,20200310,19.1,11.7,15,0
2262,20200311,16.6,7.2,11.7,0
2263,20200312,16,6.7,10.7,0.8
2264,20200313,22.1,9.5,15.6,3.6
2265,20200314,12.6,3.4,9,0.9
2266,20200315,5.9,2.4,3.7,1
2267,20200316,10,2.6,6.4,0
2268,20200317,18.6,4.1,10.5,0
2269,20200318,11.9,6,8.8,3.3
2270,20200319,25.4,8.1,16.6,2.6
2271,20200320,25.3,17,20.9,0.5
2272,20200321,17.7,5.8,9.8,2.6
2273,20200322,9,2.9,5.8,0
2274,20200323,8.7,2.9,4.8,4.8
2275,20200324,10.6,3.4,7.5,1.8
2276,20200325,8.9,4.5,6,14.5
2277,20200326,12.9,4.1,8.5,0
2278,20200327,22.2,9.7,15,0.2
2279,20200328,20.6,11.3,14.5,0
2280,20200329,28.4,11.9,18.5,0
2281,20200330,23.5,11.1,17.7,0
2282,20200331,11.6,4.4,7.7,11
2283,20200401,13,2.1,7,0.6
2284,20200402,16.1,3.4,9.7,0
2285,20200403,20.1,6,13.1,0
2286,20200404,17.9,5.8,11.4,0
2287,20200405,21,7.7,14.6,0
2288,20200406,21.2,11.8,16,0
2289,20200407,24,11,17.2,0
2290,20200408,24.8,12,19.2,5
2291,20200409,21.2,5.9,15.4,1.6
2292,20200410,10.7,2.5,6.1,0
2293,20200411,17.3,2.4,9.8,0
2294,20200412,19.9,8.9,13.9,14.1
2295,20200413,23.8,9,16.7,82.2
2296,20200414,13.3,3.3,9.1,8.5
2297,20200415,11,-0.4,5.1,6.3
2298,20200416,14.2,3.6,8.7,0
2299,20200417,18.3,4.2,11,0
2300,20200418,14.9,4,9.7,3
2301,20200419,16.6,4.1,11,0
2302,20200420,16.1,7.8,11.7,1.2
2303,20200421,19.3,7.4,14.1,0
2304,20200422,19.1,4,11.3,0
2305,20200423,12.2,7.7,10.5,18.9
2306,20200424,19,10,12.9,15.1
2307,20200425,14,8.5,10.2,6.5
2308,20200426,16.1,8.4,11.1,13.7
2309,20200427,14.9,6.2,10.3,0.2
2310,20200428,19.5,6.8,11.8,0
2311,20200429,22.2,6.8,14.9,0
2312,20200430,17.7,10.9,13.2,30.4
2313,20200501,16.3,9,12.2,0
2314,20200502,20.2,8.5,14.9,0
2315,20200503,27,16.5,22,5.7
2316,20200504,23.2,13,18,2.2
2317,20200505,14.4,6.6,8.7,3.9
2318,20200506,15.5,7.1,10.1,0.5
2319,20200507,18.2,4.1,12.1,0
2320,20200508,16.9,2.8,12.3,1.4
2321,20200509,11.6,0.4,5.6,0
2322,20200510,16.8,2.8,10.5,0
2323,20200511,14.3,4.6,10.1,0
2324,20200512,15.9,4.7,10.1,0
2325,20200513,18.5,8.9,13.5,0
2326,20200514,23.2,9.4,17.1,0.5
2327,20200515,27,15.4,21.6,0
2328,20200516,25.9,17.9,21.5,0
2329,20200517,19.1,14.8,16.4,0
2330,20200518,15.2,12.7,14.1,7.5
2331,20200519,14.4,9.8,12.2,1.1
2332,20200520,11.2,8.5,9.7,2.2
2333,20200521,14.6,7.9,11.1,22.4
2334,20200522,23.2,14.2,17.9,24.5
2335,20200523,25.6,15.8,20.9,0
2336,20200524,22.5,14.7,17.1,0
2337,20200525,21.8,13.7,17.3,0
2338,20200526,24.4,15.7,19.2,0
2339,20200527,22,17,19.4,1.6
2340,20200528,26.2,19.4,22.3,8.7
2341,20200529,25.4,18.1,22.4,12.8
2342,20200530,25.9,18.3,21.9,0.2
2343,20200531,22.3,13.6,17.8,0
2344,20200601,20.2,9.9,15.7,0
2345,20200602,26.2,12.8,21,0
2346,20200603,30.8,23.4,26.8,0
2347,20200604,30.5,23.4,26.4,0
2348,20200605,28.1,20.4,22.9,4
2349,20200606,29.5,19.5,24.5,0
2350,20200607,26.1,18.4,22.5,0
2351,20200608,27,15.8,22.1,0
2352,20200609,29,17.7,24,0
2353,20200610,29.7,21.6,24.4,26.1
2354,20200611,27.6,21.7,24.2,1.3
2355,20200612,26.8,17.2,22.5,0
2356,20200613,23.5,15.9,18.9,0.5
2357,20200614,21.2,15.1,17.7,0
2358,20200615,18.6,13.2,15.9,0.6
2359,20200616,17.9,13.6,15.5,8.6
2360,20200617,17.6,13.1,15.8,10.8
2361,20200618,23.3,17.3,19.3,3.5
2362,20200619,24.4,16.9,19.8,4.3
2363,20200620,25.3,17.7,20.3,0.3
2364,20200621,26.2,18.1,21.8,0
2365,20200622,28.6,19.9,24.1,0
2366,20200623,29,19.4,23.1,0.6
2367,20200624,26.9,19.4,23.3,0
2368,20200625,27.1,18.6,23.2,0
2369,20200626,28.4,18.6,24.1,0
2370,20200627,29.8,23.3,26.4,0
2371,20200628,29.1,22.2,24.9,0
2372,20200629,30.2,20.8,25.2,0
2373,20200630,29,21,25.2,3.9
2374,20200701,29.5,19,22.7,51.9
2375,20200702,28.7,19.4,24.3,0
2376,20200703,31.1,21.7,26.7,0
2377,20200704,30.7,23.3,26.8,0
2378,20200705,30.3,20.8,24.1,2.7
2379,20200706,30.9,20.6,26.3,0.4
2380,20200707,30.1,20.8,25.9,0
2381,20200708,29.3,20.6,24.4,0
2382,20200709,29.6,20.8,25,0
2383,20200710,31.1,20.5,24.9,7.3
2384,20200711,30,20.7,25.2,0
2385,20200712,29.2,19.9,23.4,1.3
2386,20200713,29,18.6,24.2,0.5
2387,20200714,29.1,20.3,24.7,0
2388,20200715,29.9,21.5,25.5,0
2389,20200716,28.5,19.9,24.3,0
2390,20200717,32,21.3,25.2,2.3
2391,20200718,32.1,0,20.5,-9999
2392,20200719,33.5,24.3,29.2,0
2393,20200720,33.8,25,29.2,0
2394,20200721,34,21.6,27.4,0
2395,20200722,31.6,20.8,23.8,8.3
2396,20200723,31.1,21,24.7,21.5
2397,20200724,28.8,20.6,23.2,10.5
2398,20200725,29.9,20.8,25.8,0
2399,20200726,31.5,22.4,27.5,0
2400,20200727,31.8,22.7,27.6,0
2401,20200728,32.7,22,26.3,0.7
2402,20200729,30.4,21.2,26,0
2403,20200730,31.3,20.7,25,14
2404,20200731,24.5,20.7,21.8,7
2405,20200801,28.2,20.6,23.8,11.9
2406,20200802,29.9,22.3,25.4,0
2407,20200803,25.9,19.1,22,24.8
2408,20200804,28.4,19,23.8,16.7
2409,20200805,28.3,19.6,24.2,3.3
2410,20200806,27.5,19,21.6,1.7
2411,20200807,25.8,18.7,21.8,0
2412,20200808,27.3,20.4,22.8,0
2413,20200809,29.5,21.1,24.9,0
2414,20200810,30.7,21.9,25.7,1.1
2415,20200811,29.8,20.9,25,0.2
2416,20200812,29.6,21,24.1,3.4
2417,20200813,27.2,21,22.6,0
2418,20200814,27.1,21,22.9,19.8
2419,20200815,21.1,15.4,17.5,18
2420,20200816,22.9,15.8,19.2,13.5
2421,20200817,26.5,17.7,21.3,1.7
2422,20200818,27.6,18.6,22.5,0
2423,20200819,25.2,17.2,20.7,13.1
2424,20200820,25.6,16.7,21.1,0
2425,20200821,25.3,19.5,21.8,0.8
2426,20200822,26.6,19.7,22.3,11
2427,20200823,28.1,19,23.6,0.9
2428,20200824,29,21.3,25,0
2429,20200825,29.9,22.1,25.7,0
2430,20200826,27.8,20.6,24.5,0
2431,20200827,30.4,22.4,26.1,0.2
2432,20200828,30.5,22.7,26.5,2.7
2433,20200829,29.1,21.2,24,4.9
2434,20200830,26.1,19.2,22.3,0
2435,20200831,20.3,17,18,69
2436,20200901,20.9,16.8,19,5.7
2437,20200902,28.2,20.6,24.1,0
2438,20200903,30.4,22.2,26.4,0
2439,20200904,29.3,19.8,24.2,5.8
2440,20200905,23.7,16.5,19.8,0
2441,20200906,25,17.3,20.9,0
2442,20200907,25.5,17.2,21.2,0
2443,20200908,25.7,16,21.8,0
2444,20200909,23.7,19.3,21.4,0.6
2445,20200910,27.9,21.3,23.7,1.1
2446,20200911,26.4,19.5,23.1,0
2447,20200912,19.9,17.5,19,4.7
2448,20200913,24.8,15.6,20.4,0
2449,20200914,23.5,15.9,20.3,0
2450,20200915,17.2,10.5,13.9,0
2451,20200916,19.8,10.7,15.4,0
2452,20200917,17.9,14.6,16.7,17.1
2453,20200918,21.4,12.6,17.3,0
2454,20200919,15,7.1,10.9,0
2455,20200920,17.1,6,11.4,0
2456,20200921,16.7,6.7,11.6,0
2457,20200922,19.8,7.8,13.8,0
2458,20200923,23.3,12.5,17.7,0
2459,20200924,20,15.5,17.9,0
2460,20200925,16.8,13,14.9,17.5
2461,20200926,20.9,14.7,17.1,0
2462,20200927,22.7,14.8,18.6,0
2463,20200928,24.9,16.5,19.8,0
2464,20200929,24.9,11.9,18,41.4
2465,20200930,19.2,11,14.8,0
2466,20201001,22.2,11.9,16.9,5.6
2467,20201002,18.3,9.3,13.4,1
2468,20201003,17,8.2,12,0
2469,20201004,17.8,7.8,13.1,0
2470,20201005,18,10.3,13.6,0
2471,20201006,21.1,10.7,16.1,0
2472,20201007,25.3,16.8,20.9,0
2473,20201008,22.2,12.9,17.8,0
2474,20201009,18.8,12.3,15.4,0
2475,20201010,19.3,13.4,16.5,3.3
2476,20201011,18.5,16,17.2,44.4
2477,20201012,16.7,12.3,14.7,15.7
2478,20201013,21.9,11.8,15.1,0
2479,20201014,21.9,10,16.1,0
2480,20201015,22.8,11.6,17.3,0
2481,20201016,18.4,7.5,12.6,0.8
2482,20201017,14.9,5.3,9.8,0
2483,20201018,16.1,5.7,11.6,0
2484,20201019,19.4,9.8,14.9,0
2485,20201020,24,14.3,18.3,0
2486,20201021,25.8,14.8,20.4,0
2487,20201022,26.5,18.1,21.3,0
2488,20201023,24.4,16.2,19.4,0
2489,20201024,23.8,11,18.9,0
2490,20201025,11.1,5.9,6.8,25.9
2491,20201026,15.7,6.8,11.4,0
2492,20201027,17.4,12,14,0
2493,20201028,20.7,13.6,16.8,0
2494,20201029,20.6,9.2,16.5,69.5
2495,20201030,14.9,4.5,9.6,15
2496,20201031,10.6,2.9,6.5,0
2497,20201101,15,2.4,8.4,14
2498,20201102,10.1,0.3,4.7,0
2499,20201103,16.9,5,11,0
2500,20201104,18.8,10.1,14.1,0
2501,20201105,19.2,11,15.3,0
2502,20201106,20.6,14.3,17.3,0
2503,20201107,22.8,16.2,19,0
2504,20201108,22.9,16,18.9,0
2505,20201109,22.7,16.5,18.5,0
2506,20201110,22.5,15.2,18.6,0
2507,20201111,20.4,16.7,18.7,71.6
2508,20201112,18.4,8.7,13.6,23.7
2509,20201113,17.6,7.5,11.4,0
2510,20201114,14.7,7.3,10.5,0
2511,20201115,18.7,6.7,11.6,0
2512,20201116,13.9,5.6,9.7,0
2513,20201117,11.4,0.8,7,0
2514,20201118,8,-0.6,2.9,0
2515,20201119,11.4,0.4,5.3,0
2516,20201120,18.6,2.8,11.4,0
2517,20201121,19.8,13.5,16,0
2518,20201122,14.4,10.3,12.1,0.3
2519,20201123,12.8,3.3,8.6,0.3
2520,20201124,8.9,2.7,5.3,0
2521,20201125,11.5,2.3,7.5,0
2522,20201126,20.4,9.7,14.7,2.3
2523,20201127,15.3,9.6,12.1,0
2524,20201128,15.4,7.4,10.8,0
2525,20201129,13,5.8,8.9,1.6
2526,20201130,14.7,3.9,8.9,66.1
2527,20201201,5.5,0.6,2.7,0
2528,20201202,9.2,-0.4,3.9,0
2529,20201203,12.4,3.1,8,0
2530,20201204,10.9,5.3,8.2,23.6
2531,20201205,9.5,1.8,5.6,16.1
2532,20201206,7.3,-0.3,2.9,0
2533,20201207,2.5,-2.7,-0.8,0.7
2534,20201208,6.9,-2.8,0.9,0
2535,20201209,9.7,-2.2,4.3,0
2536,20201210,13.5,3.9,8.1,0
2537,20201211,15.6,3.3,9.7,0
2538,20201212,16.2,8.3,11.9,0
2539,20201213,18.4,5.7,13.1,0
2540,20201214,6.4,0,3.2,29.8
2541,20201215,3.4,-2.8,-0.2,0
2542,20201216,-0.1,-3.4,-1.7,32.1
2543,20201217,0,-3.8,-1.5,0
2544,20201218,3.6,-1.5,0,0.5
2545,20201219,2.3,-2.2,0,0
2546,20201220,7,-0.9,2,0
2547,20201221,10,0.6,5.6,0
2548,20201222,9.6,1.4,5.1,0
2549,20201223,8.3,0.8,4.4,0
2550,20201224,12.9,3,8.2,66.1
2551,20201225,11.3,-7.4,-1.9,1.3
2552,20201226,1.8,-9,-3.8,0
